KO.y,cluster,KO,Description,Category,Family,KO.y,Name,Pathway
ko01220,NVE13938,K00002,AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Metabolism,Overview,ko01220,"AKR1A1, adh, alcohol dehydrogenase (NADP+)",01220 Degradation of aromatic compounds
ko04932,NVE2183,K02256,COX1; cytochrome c oxidase subunit 1 [EC:1.9.3.1],Human Diseases,Endocrine and metabolic diseases,ko04932,"COX1, cytochrome c oxidase subunit 1",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE4201,K02257,COX10; heme o synthase [EC:2.5.1.141],Metabolism,Energy metabolism,ko00190,"COX10, protoheme IX farnesyltransferase",00190 Oxidative phosphorylation
ko00860,NVE4201,K02257,COX10; heme o synthase [EC:2.5.1.141],Metabolism,Metabolism of cofactors and vitamins,ko00860,"COX10, protoheme IX farnesyltransferase",00860 Porphyrin and chlorophyll metabolism
ko00190,NVE23976,K02257,COX10; heme o synthase [EC:2.5.1.141],Metabolism,Energy metabolism,ko00190,"COX10, protoheme IX farnesyltransferase",00190 Oxidative phosphorylation
ko00860,NVE23976,K02257,COX10; heme o synthase [EC:2.5.1.141],Metabolism,Metabolism of cofactors and vitamins,ko00860,"COX10, protoheme IX farnesyltransferase",00860 Porphyrin and chlorophyll metabolism
ko00190,NVE5007,K02258,COX11; cytochrome c oxidase assembly protein subunit 11,Metabolism,Energy metabolism,ko00190,"COX11, cytochrome c oxidase assembly protein",00190 Oxidative phosphorylation
ko00190,NVE21011,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Metabolism,Energy metabolism,ko00190,"COX15, cytochrome c oxidase assembly protein",00190 Oxidative phosphorylation
ko00860,NVE21011,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Metabolism,Metabolism of cofactors and vitamins,ko00860,"COX15, cytochrome c oxidase",00860 Porphyrin and chlorophyll metabolism
ko02020,NVE21011,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Environmental Information Processing,Signal transduction,ko02020,"COX15, cytochrome c oxidase assembly protein subunit 15",02020 Two-component system
ko00190,NVE3686,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Metabolism,Energy metabolism,ko00190,"COX15, cytochrome c oxidase assembly protein",00190 Oxidative phosphorylation
ko00860,NVE3686,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Metabolism,Metabolism of cofactors and vitamins,ko00860,"COX15, cytochrome c oxidase",00860 Porphyrin and chlorophyll metabolism
ko02020,NVE3686,K02259,COX15; cytochrome c oxidase assembly protein subunit 15,Environmental Information Processing,Signal transduction,ko02020,"COX15, cytochrome c oxidase assembly protein subunit 15",02020 Two-component system
ko00190,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Metabolism,Energy metabolism,ko00190,"COX2, cytochrome c oxidase subunit 2",00190 Oxidative phosphorylation
ko04260,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Organismal Systems,Circulatory system,ko04260,"COX2, cytochrome c oxidase subunit 2",04260 Cardiac muscle contraction
ko05010,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Human Diseases,Neurodegenerative diseases,ko05010,"COX2, cytochrome c oxidase subunit 2",05010 Alzheimerps disease
ko05012,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Human Diseases,Neurodegenerative diseases,ko05012,"COX2, cytochrome c oxidase subunit 2",05012 Parkinsonps disease
ko05016,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Human Diseases,Neurodegenerative diseases,ko05016,"COX2, cytochrome c oxidase subunit 2",05016 Huntingtonps disease
ko04932,NVE18805,K02261,COX2; cytochrome c oxidase subunit 2,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX2, cytochrome c oxidase subunit 2",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Metabolism,Energy metabolism,ko00190,"COX4, cytochrome c oxidase subunit 4",00190 Oxidative phosphorylation
ko04260,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Organismal Systems,Circulatory system,ko04260,"COX4, cytochrome c oxidase subunit 4",04260 Cardiac muscle contraction
ko05010,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Human Diseases,Neurodegenerative diseases,ko05010,"COX4, cytochrome c oxidase subunit 4",05010 Alzheimerps disease
ko05012,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Human Diseases,Neurodegenerative diseases,ko05012,"COX4, cytochrome c oxidase subunit 4",05012 Parkinsonps disease
ko05016,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Human Diseases,Neurodegenerative diseases,ko05016,"COX4, cytochrome c oxidase subunit 4",05016 Huntingtonps disease
ko04932,NVE10857,K02263,COX4; cytochrome c oxidase subunit 4,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX4, cytochrome c oxidase subunit 4",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Metabolism,Energy metabolism,ko00190,"COX5A, cytochrome c oxidase subunit 5a",00190 Oxidative phosphorylation
ko04260,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Organismal Systems,Circulatory system,ko04260,"COX5A, cytochrome c oxidase subunit 5a",04260 Cardiac muscle contraction
ko05010,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Human Diseases,Neurodegenerative diseases,ko05010,"COX5A, cytochrome c oxidase subunit 5a",05010 Alzheimerps disease
ko05012,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Human Diseases,Neurodegenerative diseases,ko05012,"COX5A, cytochrome c oxidase subunit 5a",05012 Parkinsonps disease
ko05016,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Human Diseases,Neurodegenerative diseases,ko05016,"COX5A, cytochrome c oxidase subunit 5a",05016 Huntingtonps disease
ko04932,NVE15677,K02264,COX5A; cytochrome c oxidase subunit 5a,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX5A, cytochrome c oxidase subunit 5a",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Metabolism,Energy metabolism,ko00190,"COX5B, cytochrome c oxidase subunit 5b",00190 Oxidative phosphorylation
ko04260,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Organismal Systems,Circulatory system,ko04260,"COX5B, cytochrome c oxidase subunit 5b",04260 Cardiac muscle contraction
ko05010,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Human Diseases,Neurodegenerative diseases,ko05010,"COX5B, cytochrome c oxidase subunit 5b",05010 Alzheimerps disease
ko05012,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Human Diseases,Neurodegenerative diseases,ko05012,"COX5B, cytochrome c oxidase subunit 5b",05012 Parkinsonps disease
ko05016,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Human Diseases,Neurodegenerative diseases,ko05016,"COX5B, cytochrome c oxidase subunit 5b",05016 Huntingtonps disease
ko04932,NVE4127,K02265,COX5B; cytochrome c oxidase subunit 5b,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX5B, cytochrome c oxidase subunit 5b",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Metabolism,Energy metabolism,ko00190,"COX6A, cytochrome c oxidase subunit 6a",00190 Oxidative phosphorylation
ko04260,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Organismal Systems,Circulatory system,ko04260,"COX6A, cytochrome c oxidase subunit 6a",04260 Cardiac muscle contraction
ko05010,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05010,"COX6A, cytochrome c oxidase subunit 6a",05010 Alzheimerps disease
ko05012,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05012,"COX6A, cytochrome c oxidase subunit 6a",05012 Parkinsonps disease
ko05016,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05016,"COX6A, cytochrome c oxidase subunit 6a",05016 Huntingtonps disease
ko04932,NVE3078,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX6A, cytochrome c oxidase subunit 6a",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Metabolism,Energy metabolism,ko00190,"COX6A, cytochrome c oxidase subunit 6a",00190 Oxidative phosphorylation
ko04260,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Organismal Systems,Circulatory system,ko04260,"COX6A, cytochrome c oxidase subunit 6a",04260 Cardiac muscle contraction
ko05010,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05010,"COX6A, cytochrome c oxidase subunit 6a",05010 Alzheimerps disease
ko05012,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05012,"COX6A, cytochrome c oxidase subunit 6a",05012 Parkinsonps disease
ko05016,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Neurodegenerative diseases,ko05016,"COX6A, cytochrome c oxidase subunit 6a",05016 Huntingtonps disease
ko04932,NVE11640,K02266,COX6A; cytochrome c oxidase subunit 6a,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX6A, cytochrome c oxidase subunit 6a",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Metabolism,Energy metabolism,ko00190,"COX6B, cytochrome c oxidase subunit 6b",00190 Oxidative phosphorylation
ko04260,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Organismal Systems,Circulatory system,ko04260,"COX6B, cytochrome c oxidase subunit 6b",04260 Cardiac muscle contraction
ko05010,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Human Diseases,Neurodegenerative diseases,ko05010,"COX6B, cytochrome c oxidase subunit 6b",05010 Alzheimerps disease
ko05012,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Human Diseases,Neurodegenerative diseases,ko05012,"COX6B, cytochrome c oxidase subunit 6b",05012 Parkinsonps disease
ko05016,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Human Diseases,Neurodegenerative diseases,ko05016,"COX6B, cytochrome c oxidase subunit 6b",05016 Huntingtonps disease
ko04932,NVE24009,K02267,COX6B; cytochrome c oxidase subunit 6b,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX6B, cytochrome c oxidase subunit 6b",04932 Non-alcoholic fatty liver disease (NAFLD)
ko00190,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Metabolism,Energy metabolism,ko00190,"COX7A, cytochrome c oxidase subunit 7a",00190 Oxidative phosphorylation
ko04260,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Organismal Systems,Circulatory system,ko04260,"COX7A, cytochrome c oxidase subunit 7a",04260 Cardiac muscle contraction
ko05010,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Human Diseases,Neurodegenerative diseases,ko05010,"COX7A, cytochrome c oxidase subunit 7a",05010 Alzheimerps disease
ko05012,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Human Diseases,Neurodegenerative diseases,ko05012,"COX7A, cytochrome c oxidase subunit 7a",05012 Parkinsonps disease
ko05016,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Human Diseases,Neurodegenerative diseases,ko05016,"COX7A, cytochrome c oxidase subunit 7a",05016 Huntingtonps disease
ko04932,NVE18114,K02270,COX7A; cytochrome c oxidase subunit 7a,Human Diseases,Endocrine and metabolic diseases,ko04932,"COX7A, cytochrome c oxidase subunit 7a",04932 Non-alcoholic fatty liver disease (NAFLD)
ko04710,NVE16621,K02295,CRY; cryptochrome,Organismal Systems,Environmental adaptation,ko04710,"CRY, cryptochrome",04710 Circadian rhythm
ko04710,NVE11948,K02295,CRY; cryptochrome,Organismal Systems,Environmental adaptation,ko04710,"CRY, cryptochrome",04710 Circadian rhythm
ko04710,NVE17540,K02295,CRY; cryptochrome,Organismal Systems,Environmental adaptation,ko04710,"CRY, cryptochrome",04710 Circadian rhythm
ko04710,NVE11947,K02295,CRY; cryptochrome,Organismal Systems,Environmental adaptation,ko04710,"CRY, cryptochrome",04710 Circadian rhythm
ko04710,NVE24214,K02295,CRY; cryptochrome,Organismal Systems,Environmental adaptation,ko04710,"CRY, cryptochrome",04710 Circadian rhythm
ko04728,NVE13413,K02296,ARNTL; aryl hydrocarbon receptor nuclear translocator-like protein 1,Organismal Systems,Nervous system,ko04728,"ARNTL, BMAL1, CYC, aryl hydrocarbon receptor nuclear translocator-like",04728 Dopaminergic synapse
ko04710,NVE13413,K02296,ARNTL; aryl hydrocarbon receptor nuclear translocator-like protein 1,Organismal Systems,Environmental adaptation,ko04710,"ARNTL, BMAL1, CYC, aryl hydrocarbon",04710 Circadian rhythm
ko04711,NVE13413,K02296,ARNTL; aryl hydrocarbon receptor nuclear translocator-like protein 1,Organismal Systems,Environmental adaptation,ko04711,"ARNTL, BMAL1, CYC, aryl hydrocarbon receptor nuclear translocator-like",04711 Circadian rhythm - fly
ko05168,NVE13413,K02296,ARNTL; aryl hydrocarbon receptor nuclear translocator-like protein 1,Human Diseases,Infectious diseases,ko05168,"ARNTL, BMAL1, CYC,",05168 Herpes simplex infection
ko04210,NVE39,K02311,"DFFB; DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]",Cellular Processes,Cell growth and death,ko04210,"DFFB, DFF40, DNA fragmentation factor, 40 kD, beta subunit",04210 Apoptosis
ko00230,NVE16423,K02319,"pol; DNA polymerase, archaea type [EC:2.7.7.7]",Metabolism,Nucleotide metabolism,ko00230,"DPA, polB, DNA polymerase I",00230 Purine metabolism
ko00240,NVE16423,K02319,"pol; DNA polymerase, archaea type [EC:2.7.7.7]",Metabolism,Nucleotide metabolism,ko00240,"DPA, polB, DNA polymerase I",00240 Pyrimidine metabolism
ko03030,NVE16423,K02319,"pol; DNA polymerase, archaea type [EC:2.7.7.7]",Genetic Information Processing,Replication and repair,ko03030,"DPA, polB, DNA polymerase I",03030 DNA replication
ko00230,NVE632,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00230,"POLA1, DNA polymerase alpha subunit A",00230 Purine metabolism
ko00240,NVE632,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00240,"POLA1, DNA polymerase alpha subunit A",00240 Pyrimidine metabolism
ko03030,NVE632,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03030,"POLA1, DNA polymerase alpha subunit A",03030 DNA replication
ko00230,NVE635,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00230,"POLA1, DNA polymerase alpha subunit A",00230 Purine metabolism
ko00240,NVE635,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00240,"POLA1, DNA polymerase alpha subunit A",00240 Pyrimidine metabolism
ko03030,NVE635,K02320,POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03030,"POLA1, DNA polymerase alpha subunit A",03030 DNA replication
ko00230,NVE2869,K02323,polB; DNA polymerase II small subunit [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00230,"DPB2, polD1, DNA polymerase II small subunit",00230 Purine metabolism
ko00240,NVE2869,K02323,polB; DNA polymerase II small subunit [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00240,"DPB2, polD1, DNA polymerase II small subunit",00240 Pyrimidine metabolism
ko03030,NVE2869,K02323,polB; DNA polymerase II small subunit [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03030,"DPB2, polD1, DNA polymerase II small subunit",03030 DNA replication
ko00230,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00230,"POLE1, DNA polymerase epsilon subunit 1",00230 Purine metabolism
ko00240,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00240,"POLE1, DNA polymerase epsilon subunit 1",00240 Pyrimidine metabolism
ko03030,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03030,"POLE1, DNA polymerase epsilon subunit 1",03030 DNA replication
ko03410,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03410,"POLE1, DNA polymerase epsilon subunit 1",03410 Base excision repair
ko03420,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03420,"POLE1, DNA polymerase epsilon subunit 1",03420 Nucleotide excision repair
ko05166,NVE5872,K02324,POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7],Human Diseases,Infectious diseases,ko05166,"POLE1, DNA polymerase epsilon subunit 1",05166 HTLV-I infection
ko00230,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00230,"POLE3, DNA polymerase epsilon subunit 3",00230 Purine metabolism
ko00240,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Metabolism,Nucleotide metabolism,ko00240,"POLE3, DNA polymerase epsilon subunit 3",00240 Pyrimidine metabolism
ko03030,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03030,"POLE3, DNA polymerase epsilon subunit 3",03030 DNA replication
ko03410,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03410,"POLE3, DNA polymerase epsilon subunit 3",03410 Base excision repair
ko03420,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Genetic Information Processing,Replication and repair,ko03420,"POLE3, DNA polymerase epsilon subunit 3",03420 Nucleotide excision repair
ko05166,NVE4158,K02326,POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7],Human Diseases,Infectious diseases,ko05166,"POLE3, DNA polymerase epsilon subunit 3",05166 HTLV-I infection
ko00230,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Metabolism,Nucleotide metabolism,ko00230,"POLD2, DNA polymerase delta subunit 2",00230 Purine metabolism
ko00240,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Metabolism,Nucleotide metabolism,ko00240,"POLD2, DNA polymerase delta subunit 2",00240 Pyrimidine metabolism
ko03030,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Genetic Information Processing,Replication and repair,ko03030,"POLD2, DNA polymerase delta subunit 2",03030 DNA replication
ko03410,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Genetic Information Processing,Replication and repair,ko03410,"POLD2, DNA polymerase delta subunit 2",03410 Base excision repair
ko03420,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Genetic Information Processing,Replication and repair,ko03420,"POLD2, DNA polymerase delta subunit 2",03420 Nucleotide excision repair
ko03430,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Genetic Information Processing,Replication and repair,ko03430,"POLD2, DNA polymerase delta subunit 2",03430 Mismatch repair
ko03440,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Genetic Information Processing,Replication and repair,ko03440,"POLD2, DNA polymerase delta subunit 2",03440 Homologous recombination
ko05166,NVE1819,K02328,POLD2; DNA polymerase delta subunit 2,Human Diseases,Infectious diseases,ko05166,"POLD2, DNA polymerase delta subunit 2",05166 HTLV-I infection
ko03410,NVE6013,K02330,POLB; DNA polymerase beta [EC:2.7.7.7 4.2.99.-],Genetic Information Processing,Replication and repair,ko03410,"POLB, DNA polymerase beta",03410 Base excision repair
