"Pathway","cluster","KO","Description","Category","Family","KO.y","Name"
"00330 Arginine and proline metabolism","NVE16356","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00330 Arginine and proline metabolism","NVE24404","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00330 Arginine and proline metabolism","NVE9958","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00330 Arginine and proline metabolism","NVE6219","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00330 Arginine and proline metabolism","NVE20531","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00330 Arginine and proline metabolism","NVE5501","K00933","E2.7.3.2; creatine kinase [EC:2.7.3.2]","Metabolism","Amino acid metabolism","ko00330","E2.7.3.2, creatine kinase"
"00230 Purine metabolism","NVE5619","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE5619","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE1447","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE1447","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE18859","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE18859","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE15235","K00939","","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE15235","K00939","","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE1739","K00939","","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE1739","K00939","","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE18699","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE18699","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE19503","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE19503","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE1446","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Nucleotide metabolism","ko00230","adk, AK, adenylate kinase"
"00730 Thiamine metabolism","NVE1446","K00939","adk; adenylate kinase [EC:2.7.4.3]","Metabolism","Metabolism of cofactors and vitamins","ko00730","adk, AK, adenylate kinase"
"00230 Purine metabolism","NVE224","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE224","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE224","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE2820","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE2820","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE2820","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE2822","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE2822","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE2822","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE9599","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE9599","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE9599","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE19672","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE19672","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE19672","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE9600","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00230","ndk, NME, nucleoside-diphosphate kinase"
"00240 Pyrimidine metabolism","NVE9600","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Metabolism","Nucleotide metabolism","ko00240","ndk, NME, nucleoside-diphosphate kinase"
"04016 MAPK signaling pathway - plant","NVE9600","K00940","ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]","Environmental Information Processing","Signal transduction","ko04016","ndk, NME, nucleoside-diphosphate kinase"
"00230 Purine metabolism","NVE21271","K00942","E2.7.4.8; guanylate kinase [EC:2.7.4.8]","Metabolism","Nucleotide metabolism","ko00230","E2.7.4.8, gmk, guanylate kinase"
"00240 Pyrimidine metabolism","NVE25609","K00943","tmk; dTMP kinase [EC:2.7.4.9]","Metabolism","Nucleotide metabolism","ko00240","tmk, DTYMK, dTMP kinase"
"00230 Purine metabolism","NVE20491","K00944","AK3; nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10]","Metabolism","Nucleotide metabolism","ko00230","AK3, nucleoside-triphosphate--adenylate kinase"
"01200 Carbon metabolism","NVE5263","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01200","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"01230 Biosynthesis of amino acids","NVE5263","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00030 Pentose phosphate pathway","NVE5263","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Carbohydrate metabolism","ko00030","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00230 Purine metabolism","NVE5263","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Nucleotide metabolism","ko00230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"01200 Carbon metabolism","NVE16930","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01200","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"01230 Biosynthesis of amino acids","NVE16930","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00030 Pentose phosphate pathway","NVE16930","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Carbohydrate metabolism","ko00030","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00230 Purine metabolism","NVE16930","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Nucleotide metabolism","ko00230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"01200 Carbon metabolism","NVE5488","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01200","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"01230 Biosynthesis of amino acids","NVE5488","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Overview","ko01230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00030 Pentose phosphate pathway","NVE5488","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Carbohydrate metabolism","ko00030","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00230 Purine metabolism","NVE5488","K00948","PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]","Metabolism","Nucleotide metabolism","ko00230","PRPS, prsA, ribose-phosphate pyrophosphokinase"
"00730 Thiamine metabolism","NVE9805","K00949","thiN; thiamine pyrophosphokinase [EC:2.7.6.2]","Metabolism","Metabolism of cofactors and vitamins","ko00730","thiN, TPK1, THI80, thiamine pyrophosphokinase"
"00790 Folate biosynthesis","NVE2894","K00950","","Metabolism","Metabolism of cofactors and vitamins","ko00790","folK, 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"00740 Riboflavin metabolism","NVE18313","K00953","FLAD1; FAD synthetase [EC:2.7.7.2]","Metabolism","Metabolism of cofactors and vitamins","ko00740","FLAD1, FAD synthetase"
"00230 Purine metabolism","NVE6900","K00962","pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","Metabolism","Nucleotide metabolism","ko00230","pnp, PNPT1, polyribonucleotide nucleotidyltransferase"
"00240 Pyrimidine metabolism","NVE6900","K00962","pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","Metabolism","Nucleotide metabolism","ko00240","pnp, PNPT1, polyribonucleotide nucleotidyltransferase"
"03018 RNA degradation","NVE6900","K00962","pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]","Genetic Information Processing","Folding, sorting and degradation","ko03018","pnp, PNPT1, polyribonucleotide nucleotidyltransferase"
"00040 Pentose and glucuronate interconversions","NVE22414","K00963","UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","Metabolism","Carbohydrate metabolism","ko00040","UGP2, galU, galF, UTP--glucose-1-phosphate uridylyltransferase"
"00052 Galactose metabolism","NVE22414","K00963","UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","Metabolism","Carbohydrate metabolism","ko00052","UGP2, galU, galF, UTP--glucose-1-phosphate uridylyltransferase"
"00500 Starch and sucrose metabolism","NVE22414","K00963","UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","Metabolism","Carbohydrate metabolism","ko00500","UGP2, galU, galF, UTP--glucose-1-phosphate uridylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE22414","K00963","UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]","Metabolism","Carbohydrate metabolism","ko00520","UGP2, galU, galF, UTP--glucose-1-phosphate uridylyltransferase"
"00052 Galactose metabolism","NVE17187","K00965","galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]","Metabolism","Carbohydrate metabolism","ko00052","galT, GALT, UDPglucose--hexose-1-phosphate uridylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE17187","K00965","galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]","Metabolism","Carbohydrate metabolism","ko00520","galT, GALT, UDPglucose--hexose-1-phosphate uridylyltransferase"
"04917 Prolactin signaling pathway","NVE17187","K00965","galT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]","Organismal Systems","Endocrine system","ko04917","galT, GALT, UDPglucose--hexose-1-phosphate uridylyltransferase"
"00051 Fructose and mannose metabolism","NVE13129","K00966","GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","Metabolism","Carbohydrate metabolism","ko00051","GMPP, mannose-1-phosphate guanylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE13129","K00966","GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","Metabolism","Carbohydrate metabolism","ko00520","GMPP, mannose-1-phosphate guanylyltransferase"
"00051 Fructose and mannose metabolism","NVE14848","K00966","GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","Metabolism","Carbohydrate metabolism","ko00051","GMPP, mannose-1-phosphate guanylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE14848","K00966","GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]","Metabolism","Carbohydrate metabolism","ko00520","GMPP, mannose-1-phosphate guanylyltransferase"
"00564 Glycerophospholipid metabolism","NVE16749","K00967","PCYT2; ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]","Metabolism","Lipid metabolism","ko00564","PCYT2, ethanolamine-phosphate cytidylyltransferase"
"00440 Phosphonate and phosphinate metabolism","NVE16749","K00967","PCYT2; ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]","Metabolism","Metabolism of other amino acids","ko00440","PCYT2, ethanolamine-phosphate cytidylyltransferase"
"00564 Glycerophospholipid metabolism","NVE640","K00968","PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]","Metabolism","Lipid metabolism","ko00564","PCYT1, choline-phosphate cytidylyltransferase"
"00440 Phosphonate and phosphinate metabolism","NVE640","K00968","PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]","Metabolism","Metabolism of other amino acids","ko00440","PCYT1, choline-phosphate cytidylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE1264","K00972","UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]","Metabolism","Carbohydrate metabolism","ko00520","UAP1, UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase"
"00523 Polyketide sugar unit biosynthesis","NVE18094","K00973","","Metabolism","Metabolism of terpenoids and polyketides","ko00523","E2.7.7.24, rfbA, rffH, glucose-1-phosphate thymidylyltransferase"
"00521 Streptomycin biosynthesis","NVE18094","K00973","","Metabolism","Biosynthesis of other secondary metabolites","ko00521","E2.7.7.24, rfbA, rffH, glucose-1-phosphate thymidylyltransferase"
"00525 Acarbose and validamycin biosynthesis","NVE18094","K00973","","Metabolism","Biosynthesis of other secondary metabolites","ko00525","E2.7.7.24, rfbA, rffH, glucose-1-phosphate thymidylyltransferase"
"03013 RNA transport","NVE11327","K00974","cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]","Genetic Information Processing","Translation","ko03013","cca, tRNA nucleotidyltransferase (CCA-adding enzyme)"
"00051 Fructose and mannose metabolism","NVE25094","K00976","FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]","Metabolism","Carbohydrate metabolism","ko00051","FPGT, fucose-1-phosphate guanylyltransferase"
"00520 Amino sugar and nucleotide sugar metabolism","NVE25094","K00976","FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]","Metabolism","Carbohydrate metabolism","ko00520","FPGT, fucose-1-phosphate guanylyltransferase"
"00564 Glycerophospholipid metabolism","NVE26119","K00981","E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]","Metabolism","Lipid metabolism","ko00564","E2.7.7.41, CDS1, CDS2, cdsA, phosphatidate cytidylyltransferase"
"04070 Phosphatidylinositol signaling system","NVE26119","K00981","E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]","Environmental Information Processing","Signal transduction","ko04070","E2.7.7.41, CDS1, CDS2, cdsA, phosphatidate cytidylyltransferase"
"00564 Glycerophospholipid metabolism","NVE16150","K00993","EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]","Metabolism","Lipid metabolism","ko00564","EPT1, ethanolaminephosphotransferase"
"00565 Ether lipid metabolism","NVE16150","K00993","EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]","Metabolism","Lipid metabolism","ko00565","EPT1, ethanolaminephosphotransferase"
